CHROM,BIN_START,BIN_END,VARS,T1,T2,WEIGHTED_FST,rec
chr2L,8.0,8133.0,250,-0.3293421052631572,44.7075,-0.007366596326414073,0.0
chr2L,8133.0,16318.0,250,-0.23565789473684134,45.2025,-0.005213381886772664,0.0
chr2L,16318.0,25186.0,250,-0.21473684210526234,46.605,-0.004607592363593227,0.0
chr2L,25186.0,33321.0,250,-0.2535526315789466,45.0675,-0.00562606382823424,0.0
chr2L,33321.0,41706.0,250,-0.18999999999999928,45.16,-0.004207263064658975,0.0
chr2L,41706.0,49328.0,250,-0.3124999999999993,44.4125,-0.007036307345904854,0.0
chr2L,49328.0,57083.0,250,-0.18855263157894653,45.3825,-0.0041547431626496245,0.0
chr2L,57083.0,65541.0,250,-0.20118421052631494,45.4475,-0.0044267387760892245,0.0
chr2L,65541.0,73703.0,250,-0.2001315789473676,45.6275,-0.00438620522595732,0.0
chr2L,73703.0,81639.0,250,-0.19171052631578864,46.49250000000001,-0.004123472093687984,0.0
chr2L,81639.0,90167.0,250,-0.16539473684210454,44.7925,-0.0036924649627081436,0.0
chr2L,90167.0,98630.0,250,-0.2668421052631571,46.62,-0.005723768881663602,0.0
chr2L,98630.0,106485.0,250,-0.11894736842105184,44.41,-0.002678391542919429,0.0
chr2L,106485.0,115157.0,250,-0.33118421052631497,46.0175,-0.00719691879233585,0.0
chr2L,115157.0,123358.0,250,-0.13644736842105182,45.7425,-0.0029829451477521303,0.0
chr2L,123358.0,131779.0,250,-0.2468421052631571,45.215,-0.00545929680997804,0.0
chr2L,131779.0,139971.0,250,-0.17355263157894654,44.2975,-0.003917887726823107,0.0
chr2L,139971.0,148932.0,250,-0.19684210526315704,45.94,-0.0042847650253190475,0.0
chr2L,148932.0,156677.0,250,-0.17368421052631502,45.25,-0.0038383250945041992,0.0
chr2L,156677.0,164355.0,250,-0.13763157894736752,45.41499999999999,-0.003030531299072279,0.0
chr2L,164355.0,172966.0,250,-0.09855263157894653,45.4725,-0.0021673018105216675,0.0
chr2L,172966.0,180624.0,250,-0.2467105263157887,44.71250000000001,-0.005517708164736677,0.0
chr2L,180624.0,188886.0,250,-0.09065789473684127,44.77250000000001,-0.0020248566583693397,0.0
chr2L,188886.0,197457.0,250,-0.2293421052631571,45.9825,-0.004987595395273357,0.0
chr2L,197457.0,205261.0,250,-0.31789473684210456,44.715,-0.007109353390184605,0.0
chr2L,205261.0,213466.0,250,-0.1421052631578939,45.75,-0.0031061259706643475,0.0
chr2L,213466.0,221503.0,250,-0.18434210526315695,46.7025,-0.0039471571171384185,0.0
chr2L,221503.0,230434.0,250,-0.230263157894736,45.825,-0.005024837051712733,0.0
chr2L,230434.0,238272.0,250,-0.2509210526315781,46.0175,-0.0054527310834264825,0.0
chr2L,238272.0,246031.0,250,-0.1956578947368413,45.5675,-0.004293803582308473,0.0
chr2L,246031.0,253566.0,250,-0.33460526315789385,46.6575,-0.007171521473672911,0.0
chr2L,253566.0,261389.0,250,-0.20065789473684145,44.0375,-0.004556523298026488,0.0
chr2L,261389.0,269448.0,250,-0.1523684210526307,45.645,-0.003338118546448258,0.0
chr2L,269448.0,277933.0,250,-0.1019736842105254,45.9125,-0.0022210440339891185,0.0
chr2L,277933.0,285004.0,250,-0.2981578947368413,45.54,-0.006547165013984218,0.0
chr2L,285004.0,293087.0,250,-0.3323684210526309,44.615,-0.007449701245155911,0.0
chr2L,293087.0,300970.0,250,-0.0972368421052624,44.6475,-0.002177878763766446,0.0
chr2L,300970.0,309084.0,250,-0.212105263157894,45.205,-0.004692075282776109,0.0
chr2L,309084.0,317311.0,250,-0.2615789473684204,43.895,-0.005959196887308814,0.0
chr2L,317311.0,324881.0,250,-0.07999999999999924,45.045,-0.001776001776001759,0.0
chr2L,324881.0,333975.0,250,-0.18684210526315698,45.575,-0.004099662210930488,0.0
chr2L,333975.0,342919.0,250,-0.0910526315789465,45.73,-0.001991091877956407,0.0
chr2L,342919.0,350386.0,250,-0.28223684210526245,44.46250000000001,-0.006347750173860274,1.2120648098553826e-10
chr2L,350386.0,362334.0,250,0.20697368421052587,32.017500000000005,0.006464392416975898,2.3449999999999997e-09
chr2L,362334.0,370962.0,250,1.0502631578947366,37.42,0.02806689358350445,2.3449999999999997e-09
chr2L,370962.0,380965.0,250,0.5907894736842103,35.27500000000001,0.01674810697899958,2.3449999999999997e-09
