CHROM,BIN_START,BIN_END,VARS,T1,T2,WEIGHTED_FST,rec
chr3R,0,9999,330,3.101578947368424,46.795,0.0662801356420221,0.0
chr3R,10000,19999,302,3.329736842105266,42.46,0.07842055680888521,0.0
chr3R,20000,29999,283,2.679605263157897,38.33749999999999,0.06989514869665203,0.0
chr3R,30000,39999,310,3.111315789473688,44.235,0.0703360639645911,0.0
chr3R,40000,49999,342,2.8076315789473707,46.605,0.0602431408421279,0.0
chr3R,50000,59999,287,2.5921052631578974,40.525,0.06396311568557428,0.0
chr3R,60000,69999,336,2.96526315789474,45.91,0.0645886115855966,0.0
chr3R,70000,79999,307,2.87776315789474,42.5475,0.06763648058980526,0.0
chr3R,80000,89999,304,2.7201315789473712,41.8425,0.06500882067150318,0.0
chr3R,90000,99999,334,3.1290789473684235,47.7975,0.06546532658336572,0.0
chr3R,100000,109999,339,3.096710526315792,46.9875,0.06590498592850848,0.0
chr3R,110000,119999,308,3.0660526315789496,43.37,0.0706952416780943,0.0
chr3R,120000,129999,313,2.8373684210526333,42.16499999999999,0.06729202943324168,0.0
chr3R,130000,139999,324,3.1126315789473717,47.10999999999999,0.06607156822219001,0.0
chr3R,140000,149999,320,3.0459210526315816,44.6275,0.06825211030489231,0.0
chr3R,150000,159999,299,3.0650000000000017,41.53999999999999,0.07378430428502655,0.0
chr3R,160000,169999,337,3.571710526315792,46.1375,0.07741447903149913,0.0
chr3R,170000,179999,317,3.2219736842105293,43.1325,0.07469944204974276,0.0
chr3R,180000,189999,324,3.31105263157895,46.115,0.07179990527114714,0.0
chr3R,190000,199999,305,2.5244736842105286,41.06,0.0614825544133105,0.0
chr3R,200000,209999,319,2.9627631578947398,44.15749999999999,0.06709535544119889,0.0
chr3R,210000,219999,322,2.9681578947368457,45.42999999999999,0.06533475445161448,0.0
chr3R,220000,229999,311,2.930131578947371,42.8275,0.06841705864099869,0.0
chr3R,230000,239999,308,2.9989473684210552,44.92,0.06676196278764593,0.0
chr3R,240000,249999,325,3.1042105263157924,46.145,0.06727078830460055,0.0
chr3R,250000,259999,334,3.496578947368424,46.365,0.07541419060430117,0.0
chr3R,260000,269999,299,3.514342105263161,43.4025,0.08097096031940929,0.0
chr3R,270000,279999,321,3.0609210526315818,44.8175,0.06829745194693104,0.0
chr3R,280000,289999,331,3.1722368421052662,47.6775,0.06653530160149475,0.0
chr3R,290000,299999,321,3.2439473684210562,46.26499999999999,0.07011666202142129,0.0
chr3R,300000,309999,325,3.2935526315789505,43.79749999999999,0.07519955777336493,0.0
chr3R,310000,319999,327,3.264605263157897,45.4725,0.07179295757123311,0.0
chr3R,320000,329999,334,2.864078947368424,46.0825,0.062151119131306325,0.0
chr3R,330000,339999,337,3.33355263157895,46.9875,0.07094552022514393,0.0
chr3R,340000,349999,307,3.2210526315789503,43.25,0.07447520535442659,0.0
chr3R,350000,359999,338,3.390131578947371,47.7375,0.07101611058282004,0.0
chr3R,360000,369999,316,3.041315789473687,45.765,0.0664550593133112,0.0
chr3R,370000,379999,342,2.9530263157894763,47.9675,0.061563064904142935,0.0
chr3R,380000,389999,314,3.1073684210526347,44.21,0.07028655103036949,0.0
chr3R,390000,399999,296,2.993289473684213,39.6275,0.07553566270100848,0.0
chr3R,400000,409999,270,2.7432894736842126,38.82749999999999,0.07065326054173493,0.0
chr3R,410000,419999,338,3.141842105263161,46.955,0.06691176882681632,0.0
chr3R,420000,429999,321,3.3497368421052665,46.05499999999999,0.07273340228216843,0.0
chr3R,430000,439999,335,3.7586842105263187,45.25999999999999,0.0830464916156942,0.0
chr3R,440000,449999,317,3.0747368421052657,45.42999999999999,0.06768075813570915,0.0
chr3R,450000,459999,322,3.5730263157894773,47.0625,0.07592087789194107,0.0
chr3R,460000,469999,336,3.096184210526318,46.7725,0.0661966798979383,0.0
chr3R,470000,479999,303,2.828947368421055,42.35,0.06679922947865538,0.0
chr3R,480000,489999,338,3.196578947368424,45.89,0.06965741877028599,0.0
chr3R,490000,499999,316,3.071710526315792,43.9125,0.06995070939517888,0.0
chr3R,500000,509999,299,3.1852631578947395,42.98,0.07411035732654117,0.0
chr3R,510000,519999,308,2.9673684210526337,42.595,0.06966471231488752,0.0
chr3R,520000,529999,346,3.4355263157894766,48.6,0.07068984188867236,0.0
chr3R,530000,539999,324,3.024605263157897,44.8075,0.06750220974519662,0.0
chr3R,540000,549999,312,2.577763157894739,43.57249999999999,0.05916032263227356,0.0
chr3R,550000,559999,325,3.409210526315792,45.225,0.07538331733147137,0.0
chr3R,560000,569999,317,3.1385526315789503,44.5925,0.07038297093858721,0.0
chr3R,570000,579999,345,3.633421052631582,48.34,0.0751638612459988,0.0
chr3R,580000,589999,318,2.702368421052634,43.955,0.061480341737063675,0.0
chr3R,590000,599999,324,3.4243421052631606,47.4875,0.07211038916058249,0.0
chr3R,600000,609999,346,3.2940789473684235,47.7125,0.06904016656784749,0.0
chr3R,610000,619999,352,3.554078947368424,50.1975,0.07080191139734895,0.0
chr3R,620000,629999,309,3.0067105263157923,43.0475,0.06984634476603269,0.0
chr3R,630000,639999,315,2.7993421052631597,43.7875,0.06393016512162514,0.0
chr3R,640000,649999,318,2.7417105263157917,43.30750000000001,0.06330798421326078,0.0
chr3R,650000,659999,345,3.521842105263161,48.75999999999999,0.0722280989594578,0.0
chr3R,660000,669999,331,3.766184210526319,45.8175,0.08219968812192542,0.0
chr3R,670000,679999,327,3.014210526315792,46.23,0.06520031421838182,0.0
chr3R,680000,689999,317,2.7350000000000017,43.235,0.06325893373424314,0.0
chr3R,690000,699999,295,2.9105263157894763,40.125,0.07253648139039193,0.0
chr3R,700000,709999,323,3.641710526315793,46.88249999999999,0.0776773961780151,0.0
chr3R,710000,719999,287,2.885921052631581,38.6175,0.07473091351412135,0.0
chr3R,720000,729999,346,3.225000000000003,47.95,0.06725755995828994,0.0
chr3R,730000,739999,352,3.5428947368421086,49.835,0.0710924999867986,0.0
chr3R,740000,749999,331,3.464473684210529,47.14999999999999,0.07347770274041421,0.0
chr3R,750000,759999,324,2.884210526315792,44.775,0.06441564547885634,0.0
chr3R,760000,769999,322,3.3655263157894764,45.905,0.07331502702950607,0.0
chr3R,770000,779999,333,3.160789473684213,45.395,0.06962858186329361,0.0
chr3R,780000,789999,348,3.728815789473688,49.6275,0.07513607958236236,0.0
chr3R,790000,799999,300,2.7402631578947396,40.91,0.06698272202138204,0.0
chr3R,800000,809999,315,3.204605263157898,45.8625,0.06987419489033303,0.0
chr3R,810000,819999,256,2.342894736842108,35.885,0.06528897134853302,0.0
chr3R,820000,829999,318,3.1836842105263186,47.385,0.06718759545270273,0.0
chr3R,830000,839999,334,2.913026315789476,46.5275,0.06260870057040409,0.0
chr3R,840000,849999,288,3.424078947368424,40.3425,0.08487522953134842,0.0
chr3R,850000,859999,312,3.2284210526315817,42.585,0.07581122584552265,0.0
chr3R,860000,869999,356,3.47855263157895,48.5825,0.07160093925958834,0.0
chr3R,870000,879999,320,3.0453947368421077,43.9875,0.06923318526495273,0.0
chr3R,880000,889999,320,3.1263157894736877,44.725,0.0699008561089701,0.0
chr3R,890000,899999,323,3.2235526315789502,44.8025,0.07195028472917694,0.0
chr3R,900000,909999,345,2.8543421052631612,47.3925,0.060227717576898473,0.0
chr3R,910000,919999,334,2.917105263157897,47.375,0.061574781280377786,0.0
chr3R,920000,929999,331,3.6196052631578977,45.32749999999999,0.07985450914252712,0.0
chr3R,930000,939999,338,3.0719736842105285,46.63250000000001,0.06587623833615029,0.0
chr3R,940000,949999,301,2.767368421052634,40.72,0.06796091407300182,0.0
chr3R,950000,959999,297,2.684868421052634,40.3875,0.06647770773265574,0.0
chr3R,960000,969999,325,3.185000000000003,46.16,0.06899913344887355,0.0
chr3R,970000,979999,349,3.7656578947368446,48.02749999999999,0.07840628587240321,0.0
chr3R,980000,989999,326,3.3836842105263187,45.36,0.07459621275410756,0.0
chr3R,990000,999999,300,2.8788157894736868,42.4025,0.06789259570717969,0.0
chr3R,1000000,1009999,332,2.960000000000003,47.06,0.06289842753931157,0.0
chr3R,1010000,1019999,340,3.4135526315789506,49.0675,0.06956850525457688,0.0
chr3R,1020000,1029999,335,3.254736842105266,46.50999999999999,0.06997929138046155,0.0
chr3R,1030000,1039999,315,2.879078947368424,44.82249999999999,0.06423289525056444,0.0
chr3R,1040000,1049999,344,3.4110526315789502,46.715,0.07301835880507225,0.0
chr3R,1050000,1059999,310,3.2261842105263185,42.8775,0.07524189168039924,0.0
chr3R,1060000,1069999,307,2.863421052631582,43.02,0.06656022902444403,0.0
chr3R,1070000,1079999,327,3.0985526315789502,46.9275,0.06602850421562945,0.0
chr3R,1080000,1089999,296,2.7238157894736865,39.8975,0.06827033747662603,0.0
chr3R,1090000,1099999,304,2.9638157894736867,42.3625,0.06996319361401444,0.0
chr3R,1100000,1109999,290,3.3281578947368446,40.065,0.08306896030792076,0.0
chr3R,1110000,1119999,285,2.8286842105263186,39.05499999999999,0.07242822200809933,0.0
chr3R,1120000,1129999,340,3.017368421052635,48.42,0.062316572099393536,0.0
chr3R,1130000,1139999,308,3.1523684210526346,43.72999999999999,0.07208708943637401,0.0
chr3R,1140000,1149999,351,3.4323684210526344,49.085,0.06992703312728195,0.0
chr3R,1150000,1159999,327,3.3647368421052657,46.395,0.07252369527115565,0.0
chr3R,1160000,1169999,318,2.774078947368424,45.3425,0.06118054689018965,0.0
chr3R,1170000,1179999,338,3.7230263157894767,47.7375,0.07798955361695684,0.0
chr3R,1180000,1189999,321,3.270131578947371,44.36749999999999,0.07370556328274913,0.0
chr3R,1190000,1199999,331,3.2544736842105286,46.365,0.07019246595946359,0.0
chr3R,1200000,1209999,333,3.086842105263161,46.125,0.06692340607616609,0.0
chr3R,1210000,1219999,303,2.970921052631581,43.47749999999999,0.06833238002717686,0.0
chr3R,1220000,1229999,298,3.079210526315792,41.97,0.07336694129892285,0.0
chr3R,1230000,1239999,327,3.3013157894736866,45.425,0.07267618688989956,0.0
chr3R,1240000,1249999,311,3.1644736842105288,42.62499999999999,0.07423985182898603,0.0
chr3R,1250000,1259999,339,3.4121052631578976,47.77,0.07142778444961059,0.0
chr3R,1260000,1269999,328,3.1338157894736867,47.2075,0.06638385403746623,0.0
chr3R,1270000,1279999,342,3.189605263157897,47.9725,0.06648820184809834,0.0
chr3R,1280000,1289999,290,2.9276315789473712,39.35,0.07439978599612125,0.0
chr3R,1290000,1299999,304,3.6528947368421076,43.81999999999999,0.08336135866823616,0.0
chr3R,1300000,1309999,324,2.944078947368424,43.9875,0.06692989934341402,0.0
chr3R,1310000,1319999,311,2.6193421052631605,42.4825,0.06165696711029625,0.0
chr3R,1320000,1329999,339,3.043947368421056,47.365,0.06426575252657142,0.0
chr3R,1330000,1339999,325,3.0736842105263182,45.64999999999999,0.06733152706519865,0.0
chr3R,1340000,1349999,332,3.785000000000003,47.50999999999999,0.07966743843401397,0.0
chr3R,1350000,1359999,325,2.808421052631582,45.49,0.06173710821348829,0.0
chr3R,1360000,1369999,308,3.1797368421052656,44.435,0.07155928529549377,0.0
chr3R,1370000,1379999,320,3.441578947368424,43.435,0.07923515476846839,0.0
chr3R,1380000,1389999,342,3.2205263157894772,47.085,0.06839813774640495,0.0
chr3R,1390000,1399999,320,3.2559210526315816,44.7625,0.07273769455753325,0.0
chr3R,1400000,1409999,327,3.147236842105265,45.85249999999999,0.06863828236421714,0.0
chr3R,1410000,1419999,351,3.0503947368421076,48.6175,0.06274273125607256,0.0
chr3R,1420000,1429999,298,3.0888157894736867,42.13749999999999,0.07330325219753635,0.0
chr3R,1430000,1439999,314,2.9331578947368455,44.595,0.06577324576156172,0.0
chr3R,1440000,1449999,312,3.183421052631582,44.165,0.07208017780214156,0.0
chr3R,1450000,1459999,316,3.1707894736842137,43.80499999999999,0.0723841907016143,0.0
chr3R,1460000,1469999,340,3.0806578947368446,46.4925,0.06626139473542711,0.0
chr3R,1470000,1479999,321,3.231447368421056,44.8025,0.07212649670043092,0.0
chr3R,1480000,1489999,296,2.768026315789476,41.3075,0.06701026002032262,0.0
chr3R,1490000,1499999,300,2.994210526315792,42.26,0.07085211846464251,0.0
chr3R,1500000,1509999,305,2.6423684210526344,41.795,0.06322211798187903,0.0
chr3R,1510000,1519999,335,3.688815789473688,47.96249999999999,0.07691041520925074,0.0
chr3R,1520000,1529999,325,2.9182894736842133,44.45249999999999,0.06564961416532733,0.0
chr3R,1530000,1539999,342,3.3448684210526345,47.8475,0.0699068586875518,0.0
chr3R,1540000,1549999,335,3.3873684210526345,45.91499999999999,0.07377476687471707,0.0
chr3R,1550000,1559999,311,3.357105263157897,44.91499999999999,0.07474352138835351,0.0
chr3R,1560000,1569999,334,3.2498684210526347,45.60249999999999,0.0712651372414371,0.0
chr3R,1570000,1579999,322,2.9368421052631613,44.12499999999999,0.06655732816460422,0.0
chr3R,1580000,1589999,303,2.5665789473684235,41.035,0.06254609351452232,0.0
chr3R,1590000,1599999,284,2.6160526315789503,39.24499999999999,0.06665951411845969,0.0
chr3R,1600000,1609999,301,2.624736842105265,42.67999999999999,0.061498051595718514,0.0
chr3R,1610000,1619999,319,3.1788157894736866,45.6025,0.06970705091768406,0.0
chr3R,1620000,1629999,303,2.6513157894736867,42.77499999999999,0.061982835522470775,0.0
chr3R,1630000,1639999,296,2.8252631578947387,40.27,0.07015801236391207,0.0
chr3R,1640000,1649999,301,2.8303947368421074,41.0725,0.06891216110151824,0.0
chr3R,1650000,1659999,320,2.7998684210526346,44.4025,0.06305654909188975,0.0
chr3R,1660000,1669999,305,3.0381578947368446,43.25,0.07024642531183456,0.0
chr3R,1670000,1679999,306,3.0381578947368446,42.25,0.07190906259732177,0.0
chr3R,1680000,1689999,344,3.8327631578947403,48.5275,0.07898126130327629,0.0
chr3R,1690000,1699999,324,3.288026315789476,43.9525,0.07480863013001482,0.0
chr3R,1700000,1709999,324,2.9193421052631603,43.9575,0.06641283296964479,0.0
chr3R,1710000,1719999,278,2.2140789473684235,38.38249999999999,0.057684594473221475,0.0
chr3R,1720000,1729999,297,3.149078947368424,41.7675,0.07539543777742083,0.0
chr3R,1730000,1739999,334,3.130000000000003,47.35499999999999,0.06609650512089545,0.0
