CHROM,BIN_START,BIN_END,VARS,T1,T2,WEIGHTED_FST,rec
chr2L,0,9999,351,-1.0952631578947365,60.585,-0.018078124253441224,0.0
chr2L,10000,19999,381,-1.446710526315789,66.9125,-0.021620930712733633,0.0
chr2L,20000,29999,357,-1.3172368421052627,62.0775,-0.02121923147847872,0.0
chr2L,30000,39999,356,-1.3035526315789467,62.61749999999999,-0.02081770482020117,0.0
chr2L,40000,49999,344,-0.9710526315789471,58.3,-0.01665613433240046,0.0
chr2L,50000,59999,369,-1.2807894736842098,65.86,-0.019447152652356664,0.0
chr2L,60000,69999,321,-1.1830263157894731,55.8525,-0.02118125985031061,0.0
chr2L,70000,79999,375,-1.3596052631578943,64.9075,-0.02094681297473935,0.0
chr2L,80000,89999,384,-1.2705263157894728,66.665,-0.019058371196122,0.0
chr2L,90000,99999,368,-1.2094736842105258,62.255,-0.019427735671199518,0.0
chr2L,100000,109999,368,-1.1218421052631575,61.69,-0.018185153270597464,0.0
chr2L,110000,119999,322,-1.1849999999999992,57.99,-0.020434557682359016,0.0
chr2L,120000,129999,397,-1.1539473684210524,67.05000000000001,-0.017210251579732317,0.0
chr2L,130000,139999,351,-1.2726315789473674,63.405,-0.02007147037216888,0.0
chr2L,140000,149999,389,-1.223684210526315,70.1,-0.01745626548539679,0.0
chr2L,150000,159999,369,-0.9406578947368416,62.6475,-0.015015090701733375,0.0
chr2L,160000,169999,349,-1.22078947368421,60.22,-0.020272159974829125,0.0
chr2L,170000,179999,373,-1.3702631578947364,65.38499999999999,-0.02095684266872733,0.0
chr2L,180000,189999,370,-1.3930263157894731,64.74249999999999,-0.021516412183488026,0.0
chr2L,190000,199999,351,-1.1702631578947362,61.38500000000001,-0.019064317958698968,0.0
chr2L,200000,209999,378,-1.5781578947368415,67.985,-0.02321332492074489,0.0
chr2L,210000,219999,360,-1.1724999999999994,61.852500000000006,-0.01895638818156096,0.0
chr2L,220000,229999,386,-1.2148684210526308,66.1075,-0.01837716478542724,0.0
chr2L,230000,239999,392,-1.1781578947368416,67.31,-0.017503460031746267,0.0
chr2L,240000,249999,364,-1.182105263157894,61.61,-0.019186905748383283,0.0
chr2L,250000,259999,368,-1.1657894736842105,61.85,-0.0188486576181764,0.0
chr2L,260000,269999,368,-1.5378947368421043,65.795,-0.02337403658092719,0.0
chr2L,270000,279999,358,-1.327105263157894,62.69,-0.021169329449001344,0.0
chr2L,280000,289999,356,-1.1734210526315785,61.24500000000001,-0.019159458774293054,0.0
chr2L,290000,299999,325,-0.9072368421052629,56.46249999999999,-0.016067953811915222,0.0
chr2L,300000,309999,348,-1.038552631578947,59.05749999999999,-0.01758544861497604,0.0
chr2L,310000,319999,370,-1.400657894736841,66.7125,-0.020995434060136275,0.0
chr2L,320000,329999,360,-1.5264473684210518,64.7275,-0.023582671483079864,0.0
